ai_run_id,document_id,case_id,task,detected_format,sample_variant,document_role,provider_requested,provider_used,fallback_used,fallback_reason,status,error_stage,error_code,confidence_score,intake_status,missing_count,conflict_count,processing_ms,latency_is_simulated,retry_of_run_id,bug_replay,started_at
562,227,166,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-29T18:46:11
563,228,167,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.941,Complete,0,0,762.3,1,,,2026-04-30T08:22:08
564,228,167,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.89,,,,376.8,1,,,2026-04-30T08:22:08
565,229,168,extraction,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.781,Missing Information,1,0,1078.2,1,,,2026-04-30T10:15:52
566,229,168,category_suggestion,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,409.2,1,,,2026-04-30T10:15:52
567,230,169,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1975.4,1,,,2026-04-30T14:59:54
568,230,169,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,270.3,1,,,2026-04-30T14:59:54
569,230,169,summarisation,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-30T15:31:25
570,231,170,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1094.8,1,,,2026-05-01T10:44:40
571,231,170,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,369.9,1,,,2026-05-01T10:44:40
572,231,170,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-01T11:28:50
573,232,171,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.887,Complete,0,0,2620.8,1,,,2026-05-01T15:02:56
574,232,171,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,365.4,1,,,2026-05-01T15:02:56
575,232,171,summarisation,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-01T16:37:14
576,232,171,assistant,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-01T19:04:14
577,232,171,assistant,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-01T19:08:14
578,233,167,extraction,pdf,degraded,supporting,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.664,Missing Information,1,0,7953.7,1,,,2026-05-03T11:24:12
579,233,167,category_suggestion,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.88,,,,400.7,1,,,2026-05-03T11:24:12
580,234,172,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1067.3,1,,,2026-05-05T08:27:25
581,234,172,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,207.1,1,,,2026-05-05T08:27:25
582,235,173,extraction,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.906,Needs Review,0,1,1055.8,1,,,2026-05-05T12:53:08
583,235,173,category_suggestion,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,263.8,1,,,2026-05-05T12:53:08
584,236,174,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,713.7,1,,,2026-05-06T08:37:01
585,236,174,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,294.6,1,,,2026-05-06T08:37:01
586,236,174,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-06T09:15:26
587,237,175,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.918,Complete,0,0,767.3,1,,,2026-05-06T11:15:32
588,237,175,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,354.7,1,,,2026-05-06T11:15:32
589,238,176,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.811,Missing Information,1,0,2076.7,1,,,2026-05-06T11:48:22
590,238,176,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,309.2,1,,,2026-05-06T11:48:22
591,237,175,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-06T12:03:53
592,239,177,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,553.4,1,,,2026-05-06T12:18:05
593,239,177,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,384.0,1,,,2026-05-06T12:18:05
594,238,176,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-06T13:17:16
595,237,175,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-06T14:46:53
596,237,175,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-06T15:26:53
597,240,178,extraction,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.782,Missing Information,1,0,3068.7,1,,,2026-05-07T12:41:35
598,240,178,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.89,,,,270.6,1,,,2026-05-07T12:41:35
599,241,179,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,530.0,1,,,2026-05-07T16:37:57
600,241,179,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,335.8,1,,,2026-05-07T16:37:57
601,241,179,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-07T17:47:16
602,242,180,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,780.3,1,,,2026-05-08T12:52:15
603,242,180,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,225.0,1,,,2026-05-08T12:52:15
604,242,180,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-08T13:13:09
605,243,178,extraction,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,3313.3,1,,,2026-05-08T15:47:05
606,243,178,category_suggestion,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.9,,,,206.3,1,,,2026-05-08T15:47:05
607,244,174,extraction,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,996.7,1,,,2026-05-10T09:07:26
608,244,174,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.9,,,,228.9,1,,,2026-05-10T09:07:26
609,245,181,extraction,pdf,clean,primary,mock-primary,mock-fallback,1,PROVIDER_ERROR,success,,,0.851,Complete,0,0,1506.0,1,,,2026-05-11T09:14:44
610,245,181,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,258.5,1,,,2026-05-11T09:14:44
611,246,182,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.918,Complete,0,0,548.5,1,,,2026-05-11T09:56:12
612,246,182,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,351.0,1,,,2026-05-11T09:56:12
613,245,181,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-11T10:48:38
614,247,183,extraction,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.729,Needs Review,0,0,4058.8,1,,,2026-05-11T17:18:01
615,247,183,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,272.1,1,,,2026-05-11T17:18:01
616,248,184,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.803,Missing Information,1,0,1400.9,1,,,2026-05-12T16:16:36
617,248,184,category_suggestion,pdf,degraded,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.85,,,,6225.1,1,,,2026-05-12T16:16:36
618,249,185,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.912,Complete,0,0,514.6,1,,,2026-05-12T16:20:05
619,249,185,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,381.1,1,,,2026-05-12T16:20:05
620,249,185,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-12T16:56:20
621,250,186,extraction,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.703,Missing Information,1,0,3782.3,1,,,2026-05-12T17:22:25
622,250,186,category_suggestion,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,358.3,1,,,2026-05-12T17:22:25
623,250,186,summarisation,png,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-12T18:23:07
624,251,177,extraction,jpg,clean,supporting,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.861,Complete,0,0,3399.9,1,,,2026-05-13T12:32:03
625,251,177,category_suggestion,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,225.0,1,,,2026-05-13T12:32:03
626,252,187,extraction,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.887,Needs Review,0,0,748.1,1,,,2026-05-13T13:55:20
627,252,187,category_suggestion,docx,missing_fields,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.85,,,,6284.7,1,,,2026-05-13T13:55:20
628,253,188,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,850.4,1,,,2026-05-13T15:44:47
629,253,188,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,276.8,1,,,2026-05-13T15:44:47
630,253,188,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-13T16:41:27
631,254,189,extraction,pdf,missing_fields,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.706,Missing Information,1,0,7030.2,1,,,2026-05-14T09:27:30
632,254,189,category_suggestion,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,264.8,1,,,2026-05-14T09:27:30
633,254,189,assistant,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-14T11:52:16
634,255,190,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,773.2,1,,,2026-05-14T16:25:29
635,255,190,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,336.0,1,,,2026-05-14T16:25:29
636,256,191,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1081.1,1,,,2026-05-14T17:41:09
637,256,191,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,213.1,1,,,2026-05-14T17:41:09
638,256,191,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-14T18:33:05
639,256,191,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-14T19:31:05
640,256,191,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-14T21:05:05
641,257,192,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,674.4,1,,,2026-05-15T09:13:06
642,257,192,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,236.1,1,,,2026-05-15T09:13:06
643,258,193,extraction,png,degraded,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.455,Missing Information,3,0,8814.3,1,,,2026-05-15T10:00:07
644,258,193,category_suggestion,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,230.9,1,,,2026-05-15T10:00:07
645,259,194,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,584.8,1,,,2026-05-15T10:01:07
646,259,194,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,285.2,1,,,2026-05-15T10:01:07
647,257,192,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-15T10:01:37
648,260,195,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.918,Complete,0,0,1015.6,1,,,2026-05-15T11:52:14
649,260,195,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,230.6,1,,,2026-05-15T11:52:14
650,260,195,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-15T13:12:52
651,261,,extraction,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,Needs Review,0,1,933.7,1,,,2026-05-15T14:59:52
652,261,,category_suggestion,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,357.4,1,,,2026-05-15T14:59:52
653,262,196,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1738.9,1,,,2026-05-15T15:20:11
654,262,196,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,281.0,1,,,2026-05-15T15:20:11
655,260,195,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-15T15:31:52
656,262,196,summarisation,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-15T16:41:52
657,263,189,extraction,docx,clean,supporting,mock-primary,mock-primary,0,,success,,,0.887,Complete,0,0,655.9,1,,,2026-05-16T13:30:16
658,263,189,category_suggestion,docx,clean,supporting,mock-primary,mock-primary,0,,success,,,0.4,,,,225.2,1,,,2026-05-16T13:30:16
659,264,,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,794.1,1,,,2026-05-17T09:07:26
660,264,,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,416.0,1,,,2026-05-17T09:07:26
661,265,181,extraction,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.938,Complete,0,0,994.7,1,,,2026-05-17T10:34:38
662,265,181,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.86,,,,300.4,1,,,2026-05-17T10:34:38
663,266,191,extraction,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.944,Complete,0,0,2015.6,1,,,2026-05-17T20:00:05
664,266,191,category_suggestion,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.92,,,,305.4,1,,,2026-05-17T20:00:05
665,267,192,extraction,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,2836.6,1,,,2026-05-19T10:28:37
666,267,192,category_suggestion,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.9,,,,318.5,1,,,2026-05-19T10:28:37
667,268,197,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,759.7,1,,,2026-05-19T11:52:48
668,268,197,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,289.8,1,,,2026-05-19T11:52:48
669,268,197,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-19T13:25:28
670,269,198,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,3013.8,1,,,2026-05-19T15:40:34
671,269,198,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,367.7,1,,,2026-05-19T15:40:34
672,269,198,assistant,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.2,0,,,2026-05-19T17:32:30
673,269,198,assistant,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-19T18:02:30
674,270,199,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,825.4,1,,,2026-05-20T10:53:53
675,270,199,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,399.7,1,,,2026-05-20T10:53:53
676,270,199,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-20T11:08:13
677,271,200,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,869.6,1,,,2026-05-20T11:26:37
678,271,200,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,233.8,1,,,2026-05-20T11:26:37
679,272,201,extraction,docx,missing_fields,primary,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.822,Missing Information,1,0,2056.7,1,,,2026-05-20T11:33:53
680,272,201,category_suggestion,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,245.7,1,,,2026-05-20T11:33:53
681,273,202,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,649.2,1,,,2026-05-20T12:23:19
682,273,202,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,198.7,1,,,2026-05-20T12:23:19
683,272,201,summarisation,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-20T12:40:04
684,271,200,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-20T13:26:31
685,271,200,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-20T13:40:31
686,274,203,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,1008.3,1,,,2026-05-20T14:02:19
687,274,203,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,373.6,1,,,2026-05-20T14:02:19
688,275,204,extraction,pdf,clean,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.861,Complete,0,0,6741.6,1,,,2026-05-20T16:52:12
689,275,204,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,216.1,1,,,2026-05-20T16:52:12
690,276,205,extraction,docx,clean,primary,mock-primary,mock-fallback,1,PROVIDER_ERROR,success,,,0.767,Missing Information,1,0,1053.4,1,,,2026-05-21T14:31:57
691,276,205,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,241.6,1,,,2026-05-21T14:31:57
692,277,199,extraction,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,2312.8,1,,,2026-05-22T15:04:13
693,277,199,category_suggestion,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.9,,,,294.3,1,,,2026-05-22T15:04:13
694,278,206,extraction,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.842,Missing Information,1,0,831.2,1,,,2026-05-22T15:37:59
695,278,206,category_suggestion,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,294.8,1,,,2026-05-22T15:37:59
696,279,,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.811,Missing Information,1,0,2017.0,1,,,2026-05-23T12:02:16
697,279,,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,264.8,1,,,2026-05-23T12:02:16
698,280,188,extraction,jpg,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.679,Missing Information,2,0,4115.8,1,,,2026-05-23T18:49:27
699,280,188,category_suggestion,jpg,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.89,,,,375.7,1,,,2026-05-23T18:49:27
700,281,207,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,2673.9,1,,,2026-05-25T15:07:55
701,281,207,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,357.0,1,,,2026-05-25T15:07:55
702,282,208,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1118.8,1,,,2026-05-26T10:54:23
703,282,208,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,271.7,1,,,2026-05-26T10:54:23
704,283,209,extraction,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.844,Needs Review,0,1,1078.7,1,,,2026-05-26T11:56:48
705,283,209,category_suggestion,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,254.0,1,,,2026-05-26T11:56:48
706,284,210,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,749.0,1,,,2026-05-26T13:40:35
707,284,210,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,334.7,1,,,2026-05-26T13:40:35
708,284,210,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-26T14:30:54
709,285,211,extraction,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,3342.8,1,,,2026-05-26T15:51:58
710,285,211,category_suggestion,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,352.5,1,,,2026-05-26T15:51:58
711,285,211,summarisation,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-26T16:36:02
712,284,210,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-26T16:50:54
713,286,212,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.92,Complete,0,0,1491.3,1,,,2026-05-26T16:58:52
714,286,212,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,190.4,1,,,2026-05-26T16:58:52
715,286,212,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-26T17:17:21
716,286,212,assistant,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.3,0,,,2026-05-26T19:00:21
717,287,213,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,625.4,1,,,2026-05-27T08:27:43
718,287,213,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,337.0,1,,,2026-05-27T08:27:43
719,288,214,extraction,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.862,Complete,0,0,2821.2,1,,,2026-05-27T09:28:13
720,288,214,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,255.3,1,,,2026-05-27T09:28:13
721,288,214,summarisation,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-27T10:24:45
722,289,215,extraction,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.747,Needs Review,0,0,3981.9,1,,,2026-05-27T17:57:41
723,289,215,category_suggestion,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.84,,,,292.7,1,,,2026-05-27T17:57:41
724,289,215,summarisation,png,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-27T18:43:03
725,290,216,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.913,Complete,0,0,624.8,1,,,2026-05-28T12:50:21
726,290,216,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.91,,,,245.1,1,,,2026-05-28T12:50:21
727,291,197,extraction,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.943,Complete,0,0,791.3,1,,,2026-05-28T13:14:28
728,291,197,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.91,,,,416.9,1,,,2026-05-28T13:14:28
729,290,216,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-28T13:24:49
730,292,217,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1113.4,1,,,2026-05-29T09:19:09
731,292,217,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,252.2,1,,,2026-05-29T09:19:09
732,293,218,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1841.5,1,,,2026-05-29T09:55:59
733,293,218,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,330.5,1,,,2026-05-29T09:55:59
734,292,217,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-29T10:27:23
735,292,217,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-05-29T11:10:23
736,292,217,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-29T13:11:23
737,293,218,assistant,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-05-29T13:13:31
738,294,219,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,2780.7,1,,,2026-05-29T13:56:56
739,294,219,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,255.9,1,,,2026-05-29T13:56:56
740,295,198,extraction,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.805,Missing Information,1,0,2058.1,1,,,2026-05-29T15:43:30
741,295,198,category_suggestion,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.9,,,,194.3,1,,,2026-05-29T15:43:30
742,296,,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,922.0,1,,,2026-05-31T13:11:09
743,296,,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,403.6,1,,,2026-05-31T13:11:09
744,297,220,extraction,pdf,clean,primary,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.856,Complete,0,0,2078.5,1,,,2026-06-01T12:04:30
745,297,220,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,235.6,1,,,2026-06-01T12:04:30
746,297,220,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-06-01T12:19:49
747,298,221,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.918,Complete,0,0,1022.9,1,,,2026-06-01T12:52:04
748,298,221,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,188.7,1,,,2026-06-01T12:52:04
749,299,222,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.902,Needs Review,0,1,603.7,1,,,2026-06-01T16:56:45
750,299,222,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.92,,,,416.9,1,,,2026-06-01T16:56:45
751,300,223,extraction,png,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.948,Missing Information,1,0,2329.2,1,,,2026-06-02T09:48:07
752,300,223,category_suggestion,png,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,407.3,1,,,2026-06-02T09:48:07
753,301,224,extraction,png,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.737,Missing Information,2,0,2302.4,1,,,2026-06-02T11:12:25
754,301,224,category_suggestion,png,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,356.6,1,,,2026-06-02T11:12:25
755,301,224,summarisation,png,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-06-02T12:47:18
756,302,225,extraction,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.789,Missing Information,1,0,2614.6,1,,,2026-06-02T16:49:16
757,302,225,category_suggestion,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,297.0,1,,,2026-06-02T16:49:16
