ai_run_id,date_key,document_type_id,provider_id,task,document_role,status,is_success,is_error,error_stage,error_code,fallback_used,fallback_reason,confidence_score,confidence_band,intake_status,needs_review,missing_count,conflict_count,processing_ms,latency_is_simulated,is_retry,case_id
707,20260526,1,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,334.7,1,0,210
708,20260526,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,210
709,20260526,9,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,3342.8,1,0,211
710,20260526,9,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,352.5,1,0,211
711,20260526,9,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,211
712,20260526,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,210
713,20260526,3,1,extraction,primary,success,1,0,,,0,,0.92,5. >= 0.90,Complete,0,0,0,1491.3,1,0,212
714,20260526,3,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,190.4,1,0,212
715,20260526,3,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,212
716,20260526,3,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.3,0,0,212
717,20260527,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,625.4,1,0,213
718,20260527,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,337.0,1,0,213
719,20260527,10,1,extraction,primary,success,1,0,,,0,,0.862,4. 0.80-0.89,Complete,0,0,0,2821.2,1,0,214
720,20260527,10,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,255.3,1,0,214
721,20260527,10,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,214
722,20260527,12,1,extraction,primary,success,1,0,,,0,,0.747,3. 0.70-0.79,Needs Review,1,0,0,3981.9,1,0,215
723,20260527,12,1,category suggestion,primary,success,1,0,,,0,,0.84,4. 0.80-0.89,,0,,,292.7,1,0,215
724,20260527,12,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,215
725,20260528,6,1,extraction,primary,success,1,0,,,0,,0.913,5. >= 0.90,Complete,0,0,0,624.8,1,0,216
726,20260528,6,1,category suggestion,primary,success,1,0,,,0,,0.91,5. >= 0.90,,0,,,245.1,1,0,216
727,20260528,1,1,extraction,supporting,success,1,0,,,0,,0.943,5. >= 0.90,Complete,0,0,0,791.3,1,0,197
728,20260528,1,1,category suggestion,supporting,success,1,0,,,0,,0.91,5. >= 0.90,,0,,,416.9,1,0,197
729,20260528,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,216
730,20260529,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1113.4,1,0,217
731,20260529,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,252.2,1,0,217
732,20260529,11,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1841.5,1,0,218
733,20260529,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,330.5,1,0,218
734,20260529,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,217
735,20260529,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,217
736,20260529,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,217
737,20260529,11,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,218
738,20260529,11,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,2780.7,1,0,219
739,20260529,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,255.9,1,0,219
740,20260529,3,1,extraction,supporting,success,1,0,,,0,,0.805,4. 0.80-0.89,Missing Information,1,1,0,2058.1,1,0,198
741,20260529,3,1,category suggestion,supporting,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,194.3,1,0,198
742,20260531,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,922.0,1,0,
743,20260531,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,403.6,1,0,
744,20260601,1,2,extraction,primary,success,1,0,,,1,INVALID_OUTPUT,0.856,4. 0.80-0.89,Complete,0,0,0,2078.5,1,0,220
745,20260601,1,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,235.6,1,0,220
746,20260601,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,220
747,20260601,1,1,extraction,primary,success,1,0,,,0,,0.918,5. >= 0.90,Complete,0,0,0,1022.9,1,0,221
748,20260601,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,188.7,1,0,221
749,20260601,8,1,extraction,primary,success,1,0,,,0,,0.902,5. >= 0.90,Needs Review,1,0,1,603.7,1,0,222
750,20260601,8,1,category suggestion,primary,success,1,0,,,0,,0.92,5. >= 0.90,,0,,,416.9,1,0,222
751,20260602,13,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Missing Information,1,1,0,2329.2,1,0,223
752,20260602,13,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,407.3,1,0,223
753,20260602,13,1,extraction,primary,success,1,0,,,0,,0.737,3. 0.70-0.79,Missing Information,1,2,0,2302.4,1,0,224
754,20260602,13,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,356.6,1,0,224
755,20260602,13,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,224
756,20260602,12,1,extraction,primary,success,1,0,,,0,,0.789,3. 0.70-0.79,Missing Information,1,1,0,2614.6,1,0,225
757,20260602,12,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,297.0,1,0,225
758,20260602,12,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,225
759,20260603,11,2,extraction,primary,success,1,0,,,1,PROVIDER_ERROR,0.861,4. 0.80-0.89,Complete,0,0,0,2649.4,1,0,
760,20260603,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,293.4,1,0,
761,20260603,9,1,extraction,supporting,success,1,0,,,0,,0.939,5. >= 0.90,Complete,0,0,0,3032.0,1,0,214
762,20260603,9,1,category suggestion,supporting,success,1,0,,,0,,0.87,4. 0.80-0.89,,0,,,406.5,1,0,214
763,20260603,6,2,extraction,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.851,4. 0.80-0.89,Complete,0,0,0,6628.2,1,0,226
764,20260603,6,1,category suggestion,primary,success,1,0,,,0,,0.86,4. 0.80-0.89,,0,,,297.8,1,0,226
765,20260603,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,226
766,20260604,6,1,extraction,supporting,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,505.3,1,0,208
767,20260604,6,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,242.9,1,0,208
768,20260604,11,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,2663.4,1,0,227
769,20260604,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,321.6,1,0,227
770,20260604,11,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,227
771,20260605,10,1,extraction,supporting,success,1,0,,,0,,0.597,1. < 0.60,Missing Information,1,2,0,3687.4,1,0,216
772,20260605,10,1,category suggestion,supporting,success,1,0,,,0,,0.84,4. 0.80-0.89,,0,,,208.7,1,0,216
773,20260605,1,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,1112.1,1,0,228
774,20260605,1,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,349.6,1,0,228
775,20260605,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,228
776,20260605,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,742.6,1,0,229
777,20260605,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,375.1,1,0,229
778,20260605,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,229
779,20260609,6,1,extraction,primary,success,1,0,,,0,,0.938,5. >= 0.90,Complete,0,0,0,666.6,1,0,230
780,20260609,6,1,category suggestion,primary,success,1,0,,,0,,0.86,4. 0.80-0.89,,0,,,285.2,1,0,230
781,20260609,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,230
782,20260609,6,3,extraction,primary,error,0,1,ai provider,AI_UNAVAILABLE,1,PROVIDER_ERROR,,0. no output (error),,0,,,1645.9,1,0,
783,20260609,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,535.7,1,1,231
784,20260609,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,354.3,1,0,231
785,20260610,3,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Missing Information,1,1,0,1455.5,1,0,232
786,20260610,3,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,367.4,1,0,232
787,20260610,3,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,232
788,20260610,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,939.8,1,0,233
789,20260610,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,292.1,1,0,233
790,20260610,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,233
791,20260611,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,792.1,1,0,
792,20260611,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,228.4,1,0,
793,20260611,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1109.1,1,0,234
794,20260611,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,276.0,1,0,234
795,20260611,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,525.5,1,0,235
796,20260611,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,375.7,1,0,235
797,20260611,6,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,235
798,20260611,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,235
799,20260611,3,1,extraction,primary,success,1,0,,,0,,0.841,4. 0.80-0.89,Missing Information,1,1,0,1606.1,1,0,236
800,20260611,3,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,359.8,1,0,236
801,20260611,3,1,extraction,supporting,success,1,0,,,0,,0.946,5. >= 0.90,Complete,0,0,0,2130.0,1,0,231
802,20260611,3,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,237.4,1,0,231
803,20260611,11,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1947.2,1,0,237
804,20260611,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,236.1,1,0,237
805,20260611,3,1,extraction,primary,success,1,0,,,0,,0.77,3. 0.70-0.79,Missing Information,1,2,0,1879.9,1,0,238
806,20260611,3,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,194.2,1,0,238
807,20260611,6,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,235
808,20260611,11,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,237
809,20260611,6,1,extraction,supporting,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,697.5,1,0,229
810,20260611,6,1,category suggestion,supporting,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,390.5,1,0,229
811,20260611,11,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,237
812,20260615,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,947.3,1,0,239
813,20260615,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,356.1,1,0,239
814,20260615,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,239
815,20260615,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,239
816,20260615,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,239
817,20260615,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,775.5,1,0,240
818,20260615,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,364.9,1,0,240
819,20260615,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,788.8,1,0,241
820,20260615,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,374.2,1,0,241
821,20260615,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,240
822,20260615,1,1,extraction,supporting,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1107.5,1,0,227
823,20260615,1,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,334.9,1,0,227
824,20260615,6,1,extraction,supporting,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,581.1,1,0,233
825,20260615,6,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,307.8,1,0,233
826,20260616,9,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,2764.8,1,0,242
827,20260616,9,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,228.3,1,0,242
828,20260616,6,1,extraction,supporting,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,758.2,1,0,235
829,20260616,6,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,226.4,1,0,235
830,20260616,9,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,242
831,20260617,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1092.5,1,0,243
832,20260617,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,225.5,1,0,243
833,20260617,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,751.2,1,0,244
834,20260617,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,290.0,1,0,244
835,20260618,11,2,extraction,primary,success,1,0,,,1,INVALID_OUTPUT,0.861,4. 0.80-0.89,Complete,0,0,0,4135.1,1,0,245
836,20260618,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,267.7,1,0,245
837,20260618,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,693.9,1,0,246
838,20260618,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,229.3,1,0,246
839,20260618,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,246
840,20260619,6,1,extraction,primary,success,1,0,,,0,,0.887,4. 0.80-0.89,Complete,0,0,0,665.2,1,0,247
841,20260619,6,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,362.2,1,0,247
842,20260619,3,1,extraction,primary,success,1,0,,,0,,0.731,3. 0.70-0.79,Missing Information,1,1,0,1808.6,1,0,248
843,20260619,3,1,category suggestion,primary,success,1,0,,,0,,0.89,4. 0.80-0.89,,0,,,288.4,1,0,248
844,20260620,6,1,extraction,supporting,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,615.7,1,0,247
845,20260620,6,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,240.2,1,0,247
846,20260622,11,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,2988.1,1,0,249
847,20260622,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,256.5,1,0,249
848,20260622,12,1,extraction,primary,success,1,0,,,0,,0.808,4. 0.80-0.89,Missing Information,1,1,0,3048.4,1,0,250
849,20260622,12,1,category suggestion,primary,success,1,0,,,0,,0.89,4. 0.80-0.89,,0,,,354.3,1,0,250
850,20260622,6,2,extraction,supporting,success,1,0,,,1,INVALID_OUTPUT,0.861,4. 0.80-0.89,Complete,0,0,0,2097.4,1,0,244
851,20260622,6,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,274.1,1,0,244
852,20260623,1,1,extraction,primary,success,1,0,,,0,,0.937,5. >= 0.90,Complete,0,0,0,976.4,1,0,251
853,20260623,1,2,category suggestion,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.85,4. 0.80-0.89,,0,,,6410.6,1,0,251
854,20260623,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,251
855,20260623,1,1,extraction,primary,success,1,0,,,0,,0.918,5. >= 0.90,Complete,0,0,0,827.1,1,0,252
856,20260623,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,307.0,1,0,252
857,20260623,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,252
858,20260625,7,1,extraction,primary,success,1,0,,,0,,0.842,4. 0.80-0.89,Missing Information,1,1,0,645.8,1,0,253
859,20260625,7,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,237.7,1,0,253
860,20260625,7,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,253
861,20260625,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,904.1,1,0,254
862,20260625,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,409.7,1,0,254
863,20260625,7,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,253
864,20260625,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,254
865,20260626,9,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,3071.0,1,0,255
866,20260626,9,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,210.8,1,0,255
867,20260626,9,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,255
868,20260626,7,1,extraction,primary,success,1,0,,,0,,0.792,3. 0.70-0.79,Missing Information,1,1,0,521.0,1,0,256
869,20260626,7,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,397.0,1,0,256
870,20260626,7,1,extraction,primary,success,1,0,,,0,,0.837,4. 0.80-0.89,Missing Information,1,1,0,689.5,1,0,257
871,20260626,7,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,351.6,1,0,257
872,20260626,9,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,255
873,20260626,7,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,257
874,20260626,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,617.8,1,0,258
875,20260626,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,305.1,1,0,258
876,20260626,2,1,extraction,primary,success,1,0,,,0,,0.938,5. >= 0.90,Complete,0,0,0,1577.6,1,0,259
877,20260626,2,1,category suggestion,primary,success,1,0,,,0,,0.86,4. 0.80-0.89,,0,,,382.5,1,0,259
878,20260626,2,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,259
879,20260626,9,1,extraction,supporting,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,2425.0,1,0,242
880,20260626,9,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,255.3,1,0,242
881,20260626,7,1,extraction,primary,success,1,0,,,0,,0.737,3. 0.70-0.79,Missing Information,1,2,0,833.7,1,0,260
882,20260626,7,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,220.2,1,0,260
883,20260626,7,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,260
884,20260626,7,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,260
885,20260627,6,1,extraction,supporting,success,1,0,,,0,,0.939,5. >= 0.90,Complete,0,0,0,778.2,1,0,250
886,20260627,6,1,category suggestion,supporting,success,1,0,,,0,,0.87,4. 0.80-0.89,,0,,,340.5,1,0,250
887,20260629,9,1,extraction,supporting,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,2819.6,1,0,245
888,20260629,9,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,297.4,1,0,245
889,20260630,6,1,extraction,supporting,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,672.8,1,0,256
890,20260630,6,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,238.9,1,0,256
891,20260715,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1089.4,1,0,
892,20260715,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,185.3,1,0,
